freq_hz,digital_w_rad_per_sample,original_phase_rad,allpass_phase_rad,compensated_phase_rad,original_group_delay_ns,allpass_group_delay_ns,compensated_group_delay_ns,target_delay_ns
5680000000.000000,1.487020522699,-79.478895146013,-12.968035145737,-92.446930291750,3.901009277,10.382209806,14.283219083,13.883519069
5681000000.000000,1.487282322087,-79.507792430036,-13.033363477951,-92.541155907987,3.728501977,10.412480017,14.140981994,13.883519069
5682000000.000000,1.487544121475,-79.525748883697,-13.098882228639,-92.624631112336,3.609667502,10.442806405,14.052473907,13.883519069
5683000000.000000,1.487805920863,-79.553152849667,-13.164591653486,-92.717744503153,3.619748592,10.473157447,14.092906039,13.883519069
5684000000.000000,1.488067720250,-79.571235986036,-13.230491806623,-92.801727792659,3.275371056,10.503500519,13.778871575,13.883519069
5685000000.000000,1.488329519638,-79.594312376255,-13.296582533760,-92.890894910015,2.970928153,10.533801917,13.504730070,13.883519069
5686000000.000000,1.488591319026,-79.608569770280,-13.362863465490,-92.971433235770,3.005216337,10.564026885,13.569243222,13.883519069
5687000000.000000,1.488853118414,-79.632077038524,-13.429334010781,-93.061411049305,3.919375400,10.594139654,14.513515054,13.883519069
5688000000.000000,1.489114917802,-79.657822094138,-13.495993350717,-93.153815444855,3.631494669,10.624103476,14.255598145,13.883519069
5689000000.000000,1.489376717189,-79.677711746416,-13.562840432508,-93.240552178924,3.261679097,10.653880681,13.915559778,13.883519069
5690000000.000000,1.489638516577,-79.698809562494,-13.629873963836,-93.328683526330,3.701484979,10.683432725,14.384917704,13.883519069
5691000000.000000,1.489900315965,-79.724225978490,-13.697092407567,-93.421318386057,3.199646777,10.712720258,13.912367035,13.883519069
5692000000.000000,1.490162115353,-79.739017509729,-13.764493976881,-93.503511486610,2.740535210,10.741703188,13.482238398,13.883519069
5693000000.000000,1.490423914741,-79.758664559624,-13.832076630860,-93.590741190484,3.323283633,10.770340766,14.093624399,13.883519069
5694000000.000000,1.490685714128,-79.780779123518,-13.899838070592,-93.680617194110,3.216517914,10.798591665,14.015109579,13.883519069
5695000000.000000,1.490947513516,-79.799084515824,-13.967775735830,-93.766860251654,2.714032614,10.826414072,13.540446686,13.883519069
5696000000.000000,1.491209312904,-79.814884663200,-14.035886802250,-93.850771465450,3.180744343,10.853765794,14.034510137,13.883519069
5697000000.000000,1.491471112292,-79.839054928070,-14.104168179361,-93.943223107431,3.068301540,10.880604357,13.948905897,13.883519069
5698000000.000000,1.491732911680,-79.853442077508,-14.172616509104,-94.026058586612,2.454452527,10.906887122,13.361339649,13.883519069
5699000000.000000,1.491994711067,-79.869898488174,-14.241228165190,-94.111126653364,3.371493329,10.932571410,14.304064739,13.883519069
5700000000.000000,1.492256510455,-79.895809512206,-14.309999253205,-94.205808765411,3.062582278,10.957614618,14.020196896,13.883519069
5701000000.000000,1.492518309843,-79.908384032119,-14.378925611526,-94.287309643645,2.490830809,10.981974360,13.472805169,13.883519069
5702000000.000000,1.492780109231,-79.927110215287,-14.448002813092,-94.375113028379,2.928179377,11.005608600,13.933787977,13.883519069
5703000000.000000,1.493041908619,-79.945180619397,-14.517226168031,-94.462406787428,3.133434676,11.028475792,14.161910468,13.883519069
5704000000.000000,1.493303708006,-79.966486116718,-14.586590727202,-94.553076843920,3.091003462,11.050535025,14.141538487,13.883519069
5705000000.000000,1.493565507394,-79.984023314476,-14.656091286647,-94.640114601123,2.527748502,11.071746175,13.599494677,13.883519069
5706000000.000000,1.493827306782,-79.998250741217,-14.725722392983,-94.723973134200,2.718801566,11.092070047,13.810871613,13.883519069
5707000000.000000,1.494089106170,-80.018188782579,-14.795478349735,-94.813667132314,3.033437032,11.111468532,14.144905564,13.883519069
5708000000.000000,1.494350905558,-80.036370035194,-14.865353224622,-94.901723259816,2.377822025,11.129904754,13.507726779,13.883519069
5709000000.000000,1.494612704945,-80.048069375394,-14.935340857782,-94.983410233176,2.518379917,11.147343224,13.665723141,13.883519069
5710000000.000000,1.494874504333,-80.068016930574,-15.005434870943,-95.073451801517,2.759726192,11.163749982,13.923476174,13.883519069
5711000000.000000,1.495136303721,-80.082749117514,-15.075628677505,-95.158377795019,2.068007337,11.179092747,13.247100084,13.883519069
